somaImg(rgb(dilatar(ruído(cos(8), log(13, 3)), min(log(89, 2), max(5, 3)))), bilateral(xadrez(somaImg(somaImg(WHITE, WHITE, 8), somaImg(WHITE, somaImg(rgb(ruído(soma(min(min(3, 5), avg(5, 1)), max(soma(34, 55), sub(5, 89))), 3)), bilateral(xadrez(ruído(soma(min(min(3, 5), avg(5, 1)), max(soma(34, 55), sub(5, 89))), sen(mult(max(3, min(13, 55)), min(13, 55)))), div(log(8, 55), cos(55))), mult(mult(sub(55, 55), sub(1, 3)), max(mod(21, 89), mult(89, 89)))), 8), 1), cos(34)), div(log(8, 55), cos(55))), mult(mult(89, sub(1, 3)), max(mod(21, 89), mult(89, 89)))), sub(avg(cos(soma(13, 3)), sub(sub(13, 1), sub(89, 1))), mod(log(mod(89, 1), avg(1, 55)), sen(log(8, 5)))))

0,0.00011,0.86552,0.41881,0.26764,150.00
1,0.39736,0.86552,0.65383,0.08174,143.62
2,0.59723,0.86552,0.73145,0.06162,160.46
3,0.69905,0.88688,0.80252,0.06028,187.87
4,0.74061,0.89056,0.86019,0.02885,275.85
5,0.85118,0.89917,0.87887,0.00993,386.23
6,0.86862,0.91576,0.88923,0.00748,311.80
7,0.88688,0.91576,0.89638,0.00814,374.59
8,0.89176,0.92708,0.90512,0.00933,420.13
9,0.89658,0.93198,0.91512,0.00608,434.52
10,0.91274,0.94199,0.92243,0.00695,413.39
11,0.91576,0.94199,0.92974,0.00539,530.55
12,0.92708,0.94223,0.93560,0.00475,659.41
13,0.92881,0.94326,0.93928,0.00346,745.43
14,0.93136,0.94378,0.94151,0.00190,791.56
15,0.93136,0.95074,0.94298,0.00239,787.75
